scrape_date,scrape_ts_utc,line,brand,tier,ship,ship_code,itinerary_code,itinerary_name,sailing_id,sail_date,return_date,nights,region,embark_port,market,currency,cabin_category,cabin_subcategory,vendor_category_code,rate_code,price_per_person,price_total,price_pppn,price_basis,taxes_fees,availability_status,availability_status_raw,units_remaining,promo_hash,source_url
2026-09-15,2026-09-15T05:01:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Freedom,FD,BRD,"6-Day Bermuda from Norfolk, VA",24558,2027-06-20,2027-06-26,6,Bermuda,"Norfolk, VA",US,USD,balcony,OB,8D,OB7,1503.0,3006.0,250.5,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=1&numadults=2&sort=fromprice&locality=1&currency=USD&dest=BM
2026-09-15,2026-09-15T05:01:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Freedom,FD,BRD,"6-Day Bermuda from Norfolk, VA",24558,2027-06-20,2027-06-26,6,Bermuda,"Norfolk, VA",US,USD,inside,IS,1A,OB7,980.0,1960.0,163.3333,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=1&numadults=2&sort=fromprice&locality=1&currency=USD&dest=BM
2026-09-15,2026-09-15T05:01:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Freedom,FD,BRD,"6-Day Bermuda from Norfolk, VA",24558,2027-06-20,2027-06-26,6,Bermuda,"Norfolk, VA",US,USD,oceanview,OS,6A,OB7,1180.0,2360.0,196.6667,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=1&numadults=2&sort=fromprice&locality=1&currency=USD&dest=BM
2026-09-15,2026-09-15T05:01:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Freedom,FD,BRD,"6-Day Bermuda from Norfolk, VA",24558,2027-06-20,2027-06-26,6,Bermuda,"Norfolk, VA",US,,suite,SU,,,,,,rooms.price,,sold_out,soldOut=true,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=1&numadults=2&sort=fromprice&locality=1&currency=USD&dest=BM
2026-09-15,2026-09-15T05:01:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Freedom,FD,BRD,"6-Day Bermuda from Norfolk, VA",24560,2027-07-04,2027-07-10,6,Bermuda,"Norfolk, VA",US,USD,balcony,OB,8A,OB7,1450.0,2900.0,241.6667,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=1&numadults=2&sort=fromprice&locality=1&currency=USD&dest=BM
2026-09-15,2026-09-15T05:01:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Freedom,FD,BRD,"6-Day Bermuda from Norfolk, VA",24560,2027-07-04,2027-07-10,6,Bermuda,"Norfolk, VA",US,USD,inside,IS,1A,OB7,980.0,1960.0,163.3333,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=1&numadults=2&sort=fromprice&locality=1&currency=USD&dest=BM
2026-09-15,2026-09-15T05:01:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Freedom,FD,BRD,"6-Day Bermuda from Norfolk, VA",24560,2027-07-04,2027-07-10,6,Bermuda,"Norfolk, VA",US,USD,oceanview,OS,OV,PSV,1120.0,2240.0,186.6667,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=1&numadults=2&sort=fromprice&locality=1&currency=USD&dest=BM
2026-09-15,2026-09-15T05:01:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Freedom,FD,BRD,"6-Day Bermuda from Norfolk, VA",24560,2027-07-04,2027-07-10,6,Bermuda,"Norfolk, VA",US,USD,suite,SU,OS,OB7,2120.0,4240.0,353.3333,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=1&numadults=2&sort=fromprice&locality=1&currency=USD&dest=BM
2026-09-15,2026-09-15T05:01:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Freedom,FD,BRD,"6-Day Bermuda from Norfolk, VA",24562,2027-07-18,2027-07-24,6,Bermuda,"Norfolk, VA",US,USD,balcony,OB,8A,OB7,1450.0,2900.0,241.6667,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=1&numadults=2&sort=fromprice&locality=1&currency=USD&dest=BM
2026-09-15,2026-09-15T05:01:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Freedom,FD,BRD,"6-Day Bermuda from Norfolk, VA",24562,2027-07-18,2027-07-24,6,Bermuda,"Norfolk, VA",US,USD,inside,IS,1A,OB7,980.0,1960.0,163.3333,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=1&numadults=2&sort=fromprice&locality=1&currency=USD&dest=BM
2026-09-15,2026-09-15T05:01:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Freedom,FD,BRD,"6-Day Bermuda from Norfolk, VA",24562,2027-07-18,2027-07-24,6,Bermuda,"Norfolk, VA",US,USD,oceanview,OS,OV,PSV,1120.0,2240.0,186.6667,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=1&numadults=2&sort=fromprice&locality=1&currency=USD&dest=BM
2026-09-15,2026-09-15T05:01:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Freedom,FD,BRD,"6-Day Bermuda from Norfolk, VA",24562,2027-07-18,2027-07-24,6,Bermuda,"Norfolk, VA",US,USD,suite,SU,OS,OB7,2180.0,4360.0,363.3333,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=1&numadults=2&sort=fromprice&locality=1&currency=USD&dest=BM
2026-09-15,2026-09-15T05:01:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Freedom,FD,BRD,"6-Day Bermuda from Norfolk, VA",24564,2027-08-01,2027-08-07,6,Bermuda,"Norfolk, VA",US,USD,balcony,OB,8A,OB7,1330.0,2660.0,221.6667,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=1&numadults=2&sort=fromprice&locality=1&currency=USD&dest=BM
2026-09-15,2026-09-15T05:01:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Freedom,FD,BRD,"6-Day Bermuda from Norfolk, VA",24564,2027-08-01,2027-08-07,6,Bermuda,"Norfolk, VA",US,USD,inside,IS,1A,OB7,860.0,1720.0,143.3333,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=1&numadults=2&sort=fromprice&locality=1&currency=USD&dest=BM
2026-09-15,2026-09-15T05:01:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Freedom,FD,BRD,"6-Day Bermuda from Norfolk, VA",24564,2027-08-01,2027-08-07,6,Bermuda,"Norfolk, VA",US,USD,oceanview,OS,OV,PSV,1000.0,2000.0,166.6667,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=1&numadults=2&sort=fromprice&locality=1&currency=USD&dest=BM
2026-09-15,2026-09-15T05:01:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Freedom,FD,BRD,"6-Day Bermuda from Norfolk, VA",24564,2027-08-01,2027-08-07,6,Bermuda,"Norfolk, VA",US,USD,suite,SU,OS,OB7,1910.0,3820.0,318.3333,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=1&numadults=2&sort=fromprice&locality=1&currency=USD&dest=BM
2026-09-15,2026-09-15T05:01:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Freedom,FD,BRD,"6-Day Bermuda from Norfolk, VA",24566,2027-08-15,2027-08-21,6,Bermuda,"Norfolk, VA",US,USD,balcony,OB,8A,OB7,1180.0,2360.0,196.6667,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=1&numadults=2&sort=fromprice&locality=1&currency=USD&dest=BM
2026-09-15,2026-09-15T05:01:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Freedom,FD,BRD,"6-Day Bermuda from Norfolk, VA",24566,2027-08-15,2027-08-21,6,Bermuda,"Norfolk, VA",US,USD,inside,IS,1A,OB7,780.0,1560.0,130.0,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=1&numadults=2&sort=fromprice&locality=1&currency=USD&dest=BM
2026-09-15,2026-09-15T05:01:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Freedom,FD,BRD,"6-Day Bermuda from Norfolk, VA",24566,2027-08-15,2027-08-21,6,Bermuda,"Norfolk, VA",US,USD,oceanview,OS,OV,PSV,900.0,1800.0,150.0,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=1&numadults=2&sort=fromprice&locality=1&currency=USD&dest=BM
2026-09-15,2026-09-15T05:01:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Freedom,FD,BRD,"6-Day Bermuda from Norfolk, VA",24566,2027-08-15,2027-08-21,6,Bermuda,"Norfolk, VA",US,USD,suite,SU,OS,OB7,1750.0,3500.0,291.6667,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=1&numadults=2&sort=fromprice&locality=1&currency=USD&dest=BM
2026-09-15,2026-09-15T05:01:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Freedom,FD,BRD,"6-Day Bermuda from Norfolk, VA",24568,2027-08-29,2027-09-04,6,Bermuda,"Norfolk, VA",US,USD,balcony,OB,8A,OB7,1020.0,2040.0,170.0,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=1&numadults=2&sort=fromprice&locality=1&currency=USD&dest=BM
2026-09-15,2026-09-15T05:01:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Freedom,FD,BRD,"6-Day Bermuda from Norfolk, VA",24568,2027-08-29,2027-09-04,6,Bermuda,"Norfolk, VA",US,USD,inside,IS,1A,OB7,630.0,1260.0,105.0,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=1&numadults=2&sort=fromprice&locality=1&currency=USD&dest=BM
2026-09-15,2026-09-15T05:01:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Freedom,FD,BRD,"6-Day Bermuda from Norfolk, VA",24568,2027-08-29,2027-09-04,6,Bermuda,"Norfolk, VA",US,USD,oceanview,OS,6A,OB7,760.0,1520.0,126.6667,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=1&numadults=2&sort=fromprice&locality=1&currency=USD&dest=BM
2026-09-15,2026-09-15T05:01:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Freedom,FD,BRD,"6-Day Bermuda from Norfolk, VA",24568,2027-08-29,2027-09-04,6,Bermuda,"Norfolk, VA",US,USD,suite,SU,OS,OB7,1520.0,3040.0,253.3333,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=1&numadults=2&sort=fromprice&locality=1&currency=USD&dest=BM
2026-09-15,2026-09-15T05:01:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Sunshine,SH,BRE,"6-Day Bermuda from Norfolk, VA",21390,2027-04-11,2027-04-17,6,Bermuda,"Norfolk, VA",US,USD,balcony,OB,BL,PSV,1249.0,2498.0,208.1667,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=1&numadults=2&sort=fromprice&locality=1&currency=USD&dest=BM
2026-09-15,2026-09-15T05:01:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Sunshine,SH,BRE,"6-Day Bermuda from Norfolk, VA",21390,2027-04-11,2027-04-17,6,Bermuda,"Norfolk, VA",US,USD,inside,IS,IS,PSV,669.0,1338.0,111.5,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=1&numadults=2&sort=fromprice&locality=1&currency=USD&dest=BM
2026-09-15,2026-09-15T05:01:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Sunshine,SH,BRE,"6-Day Bermuda from Norfolk, VA",21390,2027-04-11,2027-04-17,6,Bermuda,"Norfolk, VA",US,USD,oceanview,OS,6A,OB7,839.0,1678.0,139.8333,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=1&numadults=2&sort=fromprice&locality=1&currency=USD&dest=BM
2026-09-15,2026-09-15T05:01:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Sunshine,SH,BRE,"6-Day Bermuda from Norfolk, VA",21390,2027-04-11,2027-04-17,6,Bermuda,"Norfolk, VA",US,USD,suite,SU,OS,OB7,1899.0,3798.0,316.5,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=1&numadults=2&sort=fromprice&locality=1&currency=USD&dest=BM
2026-09-15,2026-09-15T05:02:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Venezia,VX,CA9,"7-Day Eastern Caribbean from Port Canaveral (Orlando), FL",21425,2027-01-24,2027-01-31,7,Caribbean,"Port Canaveral (Orlando), FL",US,USD,balcony,OB,BL,PSV,916.0,1832.0,130.8571,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=3&numadults=2&sort=fromprice&locality=1&currency=USD&dest=C
2026-09-15,2026-09-15T05:02:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Venezia,VX,CA9,"7-Day Eastern Caribbean from Port Canaveral (Orlando), FL",21425,2027-01-24,2027-01-31,7,Caribbean,"Port Canaveral (Orlando), FL",US,USD,inside,IS,1A,OB7,511.0,1022.0,73.0,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=3&numadults=2&sort=fromprice&locality=1&currency=USD&dest=C
2026-09-15,2026-09-15T05:02:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Venezia,VX,CA9,"7-Day Eastern Caribbean from Port Canaveral (Orlando), FL",21425,2027-01-24,2027-01-31,7,Caribbean,"Port Canaveral (Orlando), FL",US,USD,oceanview,OS,OV,PSV,706.0,1412.0,100.8571,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=3&numadults=2&sort=fromprice&locality=1&currency=USD&dest=C
2026-09-15,2026-09-15T05:02:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Venezia,VX,CA9,"7-Day Eastern Caribbean from Port Canaveral (Orlando), FL",21425,2027-01-24,2027-01-31,7,Caribbean,"Port Canaveral (Orlando), FL",US,,suite,SU,,,,,,rooms.price,,sold_out,soldOut=true,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=3&numadults=2&sort=fromprice&locality=1&currency=USD&dest=C
2026-09-15,2026-09-15T05:02:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Venezia,VX,CA9,"7-Day Eastern Caribbean from Port Canaveral (Orlando), FL",21427,2027-02-07,2027-02-14,7,Caribbean,"Port Canaveral (Orlando), FL",US,USD,balcony,OB,BL,PSV,1061.0,2122.0,151.5714,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=3&numadults=2&sort=fromprice&locality=1&currency=USD&dest=C
2026-09-15,2026-09-15T05:02:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Venezia,VX,CA9,"7-Day Eastern Caribbean from Port Canaveral (Orlando), FL",21427,2027-02-07,2027-02-14,7,Caribbean,"Port Canaveral (Orlando), FL",US,USD,inside,IS,1A,O7O,565.0,1130.0,80.7143,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=3&numadults=2&sort=fromprice&locality=1&currency=USD&dest=C
2026-09-15,2026-09-15T05:02:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Venezia,VX,CA9,"7-Day Eastern Caribbean from Port Canaveral (Orlando), FL",21427,2027-02-07,2027-02-14,7,Caribbean,"Port Canaveral (Orlando), FL",US,USD,oceanview,OS,OV,PSV,781.0,1562.0,111.5714,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=3&numadults=2&sort=fromprice&locality=1&currency=USD&dest=C
2026-09-15,2026-09-15T05:02:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Venezia,VX,CA9,"7-Day Eastern Caribbean from Port Canaveral (Orlando), FL",21427,2027-02-07,2027-02-14,7,Caribbean,"Port Canaveral (Orlando), FL",US,,suite,SU,,,,,,rooms.price,,sold_out,soldOut=true,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=3&numadults=2&sort=fromprice&locality=1&currency=USD&dest=C
2026-09-15,2026-09-15T05:02:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Venezia,VX,CA9,"7-Day Eastern Caribbean from Port Canaveral (Orlando), FL",21430,2027-03-07,2027-03-14,7,Caribbean,"Port Canaveral (Orlando), FL",US,USD,balcony,OB,BL,P2P,1031.0,2062.0,147.2857,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=3&numadults=2&sort=fromprice&locality=1&currency=USD&dest=C
2026-09-15,2026-09-15T05:02:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Venezia,VX,CA9,"7-Day Eastern Caribbean from Port Canaveral (Orlando), FL",21430,2027-03-07,2027-03-14,7,Caribbean,"Port Canaveral (Orlando), FL",US,USD,inside,IS,1A,OB7,631.0,1262.0,90.1429,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=3&numadults=2&sort=fromprice&locality=1&currency=USD&dest=C
2026-09-15,2026-09-15T05:02:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Venezia,VX,CA9,"7-Day Eastern Caribbean from Port Canaveral (Orlando), FL",21430,2027-03-07,2027-03-14,7,Caribbean,"Port Canaveral (Orlando), FL",US,USD,oceanview,OS,OV,P2P,796.0,1592.0,113.7143,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=3&numadults=2&sort=fromprice&locality=1&currency=USD&dest=C
2026-09-15,2026-09-15T05:02:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Venezia,VX,CA9,"7-Day Eastern Caribbean from Port Canaveral (Orlando), FL",21430,2027-03-07,2027-03-14,7,Caribbean,"Port Canaveral (Orlando), FL",US,USD,suite,SU,OS,OB7,2756.0,5512.0,393.7143,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=3&numadults=2&sort=fromprice&locality=1&currency=USD&dest=C
2026-09-15,2026-09-15T05:02:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Venezia,VX,CA9,"7-Day Eastern Caribbean from Port Canaveral (Orlando), FL",21432,2027-03-21,2027-03-28,7,Caribbean,"Port Canaveral (Orlando), FL",US,USD,balcony,OB,BL,PSV,1101.0,2202.0,157.2857,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=3&numadults=2&sort=fromprice&locality=1&currency=USD&dest=C
2026-09-15,2026-09-15T05:02:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Venezia,VX,CA9,"7-Day Eastern Caribbean from Port Canaveral (Orlando), FL",21432,2027-03-21,2027-03-28,7,Caribbean,"Port Canaveral (Orlando), FL",US,USD,inside,IS,1A,OB7,696.0,1392.0,99.4286,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=3&numadults=2&sort=fromprice&locality=1&currency=USD&dest=C
2026-09-15,2026-09-15T05:02:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Venezia,VX,CA9,"7-Day Eastern Caribbean from Port Canaveral (Orlando), FL",21432,2027-03-21,2027-03-28,7,Caribbean,"Port Canaveral (Orlando), FL",US,USD,oceanview,OS,OV,PSV,896.0,1792.0,128.0,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=3&numadults=2&sort=fromprice&locality=1&currency=USD&dest=C
2026-09-15,2026-09-15T05:02:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Venezia,VX,CA9,"7-Day Eastern Caribbean from Port Canaveral (Orlando), FL",21432,2027-03-21,2027-03-28,7,Caribbean,"Port Canaveral (Orlando), FL",US,,suite,SU,,,,,,rooms.price,,sold_out,soldOut=true,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=3&numadults=2&sort=fromprice&locality=1&currency=USD&dest=C
2026-09-15,2026-09-15T05:02:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Venezia,VX,CA9,"7-Day Eastern Caribbean from Port Canaveral (Orlando), FL",21434,2027-04-04,2027-04-11,7,Caribbean,"Port Canaveral (Orlando), FL",US,USD,balcony,OB,7C,OB7,1031.0,2062.0,147.2857,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=3&numadults=2&sort=fromprice&locality=1&currency=USD&dest=C
2026-09-15,2026-09-15T05:02:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Venezia,VX,CA9,"7-Day Eastern Caribbean from Port Canaveral (Orlando), FL",21434,2027-04-04,2027-04-11,7,Caribbean,"Port Canaveral (Orlando), FL",US,USD,inside,IS,1A,OB7,636.0,1272.0,90.8571,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=3&numadults=2&sort=fromprice&locality=1&currency=USD&dest=C
2026-09-15,2026-09-15T05:02:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Venezia,VX,CA9,"7-Day Eastern Caribbean from Port Canaveral (Orlando), FL",21434,2027-04-04,2027-04-11,7,Caribbean,"Port Canaveral (Orlando), FL",US,USD,oceanview,OS,6A,OB7,836.0,1672.0,119.4286,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=3&numadults=2&sort=fromprice&locality=1&currency=USD&dest=C
2026-09-15,2026-09-15T05:02:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Venezia,VX,CA9,"7-Day Eastern Caribbean from Port Canaveral (Orlando), FL",21434,2027-04-04,2027-04-11,7,Caribbean,"Port Canaveral (Orlando), FL",US,USD,suite,SU,OS,OB7,2536.0,5072.0,362.2857,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=3&numadults=2&sort=fromprice&locality=1&currency=USD&dest=C
2026-09-15,2026-09-15T05:02:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Venezia,VX,CA9,"7-Day Eastern Caribbean from Port Canaveral (Orlando), FL",21436,2027-04-18,2027-04-25,7,Caribbean,"Port Canaveral (Orlando), FL",US,USD,balcony,OB,7C,OB7,966.0,1932.0,138.0,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=3&numadults=2&sort=fromprice&locality=1&currency=USD&dest=C
2026-09-15,2026-09-15T05:02:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Venezia,VX,CA9,"7-Day Eastern Caribbean from Port Canaveral (Orlando), FL",21436,2027-04-18,2027-04-25,7,Caribbean,"Port Canaveral (Orlando), FL",US,USD,inside,IS,1A,OB7,581.0,1162.0,83.0,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=3&numadults=2&sort=fromprice&locality=1&currency=USD&dest=C
2026-09-15,2026-09-15T05:02:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Venezia,VX,CA9,"7-Day Eastern Caribbean from Port Canaveral (Orlando), FL",21436,2027-04-18,2027-04-25,7,Caribbean,"Port Canaveral (Orlando), FL",US,USD,oceanview,OS,6B,OB7,797.0,1594.0,113.8571,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=3&numadults=2&sort=fromprice&locality=1&currency=USD&dest=C
2026-09-15,2026-09-15T05:02:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Venezia,VX,CA9,"7-Day Eastern Caribbean from Port Canaveral (Orlando), FL",21436,2027-04-18,2027-04-25,7,Caribbean,"Port Canaveral (Orlando), FL",US,USD,suite,SU,OS,OB7,2626.0,5252.0,375.1429,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=3&numadults=2&sort=fromprice&locality=1&currency=USD&dest=C
2026-09-15,2026-09-15T05:02:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Venezia,VX,CA9,"7-Day Eastern Caribbean from Port Canaveral (Orlando), FL",24146,2027-05-02,2027-05-09,7,Caribbean,"Port Canaveral (Orlando), FL",US,USD,balcony,OB,7C,OB7,1062.0,2124.0,151.7143,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=3&numadults=2&sort=fromprice&locality=1&currency=USD&dest=C
2026-09-15,2026-09-15T05:02:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Venezia,VX,CA9,"7-Day Eastern Caribbean from Port Canaveral (Orlando), FL",24146,2027-05-02,2027-05-09,7,Caribbean,"Port Canaveral (Orlando), FL",US,USD,inside,IS,1A,OB7,627.0,1254.0,89.5714,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=3&numadults=2&sort=fromprice&locality=1&currency=USD&dest=C
2026-09-15,2026-09-15T05:02:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Venezia,VX,CA9,"7-Day Eastern Caribbean from Port Canaveral (Orlando), FL",24146,2027-05-02,2027-05-09,7,Caribbean,"Port Canaveral (Orlando), FL",US,USD,oceanview,OS,6L,OB7,852.0,1704.0,121.7143,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=3&numadults=2&sort=fromprice&locality=1&currency=USD&dest=C
2026-09-15,2026-09-15T05:02:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Venezia,VX,CA9,"7-Day Eastern Caribbean from Port Canaveral (Orlando), FL",24146,2027-05-02,2027-05-09,7,Caribbean,"Port Canaveral (Orlando), FL",US,USD,suite,SU,OS,OB7,2667.0,5334.0,381.0,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=3&numadults=2&sort=fromprice&locality=1&currency=USD&dest=C
2026-09-15,2026-09-15T05:02:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Vista,VS,CA9,"7-Day Eastern Caribbean from Port Canaveral (Orlando), FL",24094,2027-05-09,2027-05-16,7,Caribbean,"Port Canaveral (Orlando), FL",US,USD,balcony,OB,7C,OB7,1073.0,2146.0,153.2857,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=3&numadults=2&sort=fromprice&locality=1&currency=USD&dest=C
