scrape_date,scrape_ts_utc,line,brand,tier,ship,ship_code,itinerary_code,itinerary_name,sailing_id,sail_date,return_date,nights,region,embark_port,market,currency,cabin_category,cabin_subcategory,vendor_category_code,rate_code,price_per_person,price_total,price_pppn,price_basis,taxes_fees,availability_status,availability_status_raw,units_remaining,promo_hash,source_url
2026-09-15,2026-09-15T05:01:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Sunrise,SN,BHQ,"4-Day The Bahamas from Miami, FL",22053,2027-03-25,2027-03-29,4,Caribbean,"Miami, FL",US,USD,balcony,OB,BL,PSV,714.0,1428.0,178.5,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=2&numadults=2&sort=fromprice&locality=1&currency=USD&dest=BH
2026-09-15,2026-09-15T05:01:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Sunrise,SN,BHQ,"4-Day The Bahamas from Miami, FL",22053,2027-03-25,2027-03-29,4,Caribbean,"Miami, FL",US,USD,inside,IS,1A,OB7,424.0,848.0,106.0,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=2&numadults=2&sort=fromprice&locality=1&currency=USD&dest=BH
2026-09-15,2026-09-15T05:01:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Sunrise,SN,BHQ,"4-Day The Bahamas from Miami, FL",22053,2027-03-25,2027-03-29,4,Caribbean,"Miami, FL",US,USD,oceanview,OS,OV,PSV,524.0,1048.0,131.0,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=2&numadults=2&sort=fromprice&locality=1&currency=USD&dest=BH
2026-09-15,2026-09-15T05:01:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Sunrise,SN,BHQ,"4-Day The Bahamas from Miami, FL",22053,2027-03-25,2027-03-29,4,Caribbean,"Miami, FL",US,USD,suite,SU,OS,OB7,964.0,1928.0,241.0,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=2&numadults=2&sort=fromprice&locality=1&currency=USD&dest=BH
2026-09-15,2026-09-15T05:01:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Sunrise,SN,BHQ,"4-Day The Bahamas from Miami, FL",23924,2027-07-01,2027-07-05,4,Caribbean,"Miami, FL",US,USD,balcony,OB,8A,OB7,874.0,1748.0,218.5,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=2&numadults=2&sort=fromprice&locality=1&currency=USD&dest=BH
2026-09-15,2026-09-15T05:01:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Sunrise,SN,BHQ,"4-Day The Bahamas from Miami, FL",23924,2027-07-01,2027-07-05,4,Caribbean,"Miami, FL",US,USD,inside,IS,1A,OB7,584.0,1168.0,146.0,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=2&numadults=2&sort=fromprice&locality=1&currency=USD&dest=BH
2026-09-15,2026-09-15T05:01:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Sunrise,SN,BHQ,"4-Day The Bahamas from Miami, FL",23924,2027-07-01,2027-07-05,4,Caribbean,"Miami, FL",US,USD,oceanview,OS,6A,OB7,674.0,1348.0,168.5,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=2&numadults=2&sort=fromprice&locality=1&currency=USD&dest=BH
2026-09-15,2026-09-15T05:01:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Sunrise,SN,BHQ,"4-Day The Bahamas from Miami, FL",23924,2027-07-01,2027-07-05,4,Caribbean,"Miami, FL",US,USD,suite,SU,OS,OB7,1149.0,2298.0,287.25,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=2&numadults=2&sort=fromprice&locality=1&currency=USD&dest=BH
2026-09-15,2026-09-15T05:01:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Sunrise,SN,BHQ,"4-Day The Bahamas from Miami, FL",23933,2027-08-12,2027-08-16,4,Caribbean,"Miami, FL",US,USD,balcony,OB,8A,OB7,654.0,1308.0,163.5,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=2&numadults=2&sort=fromprice&locality=1&currency=USD&dest=BH
2026-09-15,2026-09-15T05:01:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Sunrise,SN,BHQ,"4-Day The Bahamas from Miami, FL",23933,2027-08-12,2027-08-16,4,Caribbean,"Miami, FL",US,USD,inside,IS,1A,OB7,404.0,808.0,101.0,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=2&numadults=2&sort=fromprice&locality=1&currency=USD&dest=BH
2026-09-15,2026-09-15T05:01:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Sunrise,SN,BHQ,"4-Day The Bahamas from Miami, FL",23933,2027-08-12,2027-08-16,4,Caribbean,"Miami, FL",US,USD,oceanview,OS,6A,OB7,474.0,948.0,118.5,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=2&numadults=2&sort=fromprice&locality=1&currency=USD&dest=BH
2026-09-15,2026-09-15T05:01:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Sunrise,SN,BHQ,"4-Day The Bahamas from Miami, FL",23933,2027-08-12,2027-08-16,4,Caribbean,"Miami, FL",US,USD,suite,SU,OS,OB7,994.0,1988.0,248.5,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=2&numadults=2&sort=fromprice&locality=1&currency=USD&dest=BH
2026-09-15,2026-09-15T05:01:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Conquest,CQ,BHR,"4-Day The Bahamas from Miami, FL",22266,2027-01-25,2027-01-29,4,Caribbean,"Miami, FL",US,USD,balcony,OB,BL,PSV,494.0,988.0,123.5,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=1&numadults=2&sort=fromprice&locality=1&currency=USD&dest=BH
2026-09-15,2026-09-15T05:01:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Conquest,CQ,BHR,"4-Day The Bahamas from Miami, FL",22266,2027-01-25,2027-01-29,4,Caribbean,"Miami, FL",US,USD,inside,IS,IS,PSV,244.0,488.0,61.0,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=1&numadults=2&sort=fromprice&locality=1&currency=USD&dest=BH
2026-09-15,2026-09-15T05:01:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Conquest,CQ,BHR,"4-Day The Bahamas from Miami, FL",22266,2027-01-25,2027-01-29,4,Caribbean,"Miami, FL",US,USD,oceanview,OS,OV,PSV,334.0,668.0,83.5,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=1&numadults=2&sort=fromprice&locality=1&currency=USD&dest=BH
2026-09-15,2026-09-15T05:01:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Conquest,CQ,BHR,"4-Day The Bahamas from Miami, FL",22266,2027-01-25,2027-01-29,4,Caribbean,"Miami, FL",US,USD,suite,SU,GS,OB7,1244.0,2488.0,311.0,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=1&numadults=2&sort=fromprice&locality=1&currency=USD&dest=BH
2026-09-15,2026-09-15T05:01:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Conquest,CQ,BHR,"4-Day The Bahamas from Miami, FL",22272,2027-02-15,2027-02-19,4,Caribbean,"Miami, FL",US,USD,balcony,OB,BL,PSV,464.0,928.0,116.0,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=1&numadults=2&sort=fromprice&locality=1&currency=USD&dest=BH
2026-09-15,2026-09-15T05:01:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Conquest,CQ,BHR,"4-Day The Bahamas from Miami, FL",22272,2027-02-15,2027-02-19,4,Caribbean,"Miami, FL",US,USD,inside,IS,1A,OB7,234.0,468.0,58.5,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=1&numadults=2&sort=fromprice&locality=1&currency=USD&dest=BH
2026-09-15,2026-09-15T05:01:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Conquest,CQ,BHR,"4-Day The Bahamas from Miami, FL",22272,2027-02-15,2027-02-19,4,Caribbean,"Miami, FL",US,USD,oceanview,OS,OV,PSV,334.0,668.0,83.5,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=1&numadults=2&sort=fromprice&locality=1&currency=USD&dest=BH
2026-09-15,2026-09-15T05:01:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Conquest,CQ,BHR,"4-Day The Bahamas from Miami, FL",22272,2027-02-15,2027-02-19,4,Caribbean,"Miami, FL",US,USD,suite,SU,OS,OB7,904.0,1808.0,226.0,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=1&numadults=2&sort=fromprice&locality=1&currency=USD&dest=BH
2026-09-15,2026-09-15T05:01:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Conquest,CQ,BHR,"4-Day The Bahamas from Miami, FL",22280,2027-03-15,2027-03-19,4,Caribbean,"Miami, FL",US,USD,balcony,OB,BL,PSV,634.0,1268.0,158.5,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=1&numadults=2&sort=fromprice&locality=1&currency=USD&dest=BH
2026-09-15,2026-09-15T05:01:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Conquest,CQ,BHR,"4-Day The Bahamas from Miami, FL",22280,2027-03-15,2027-03-19,4,Caribbean,"Miami, FL",US,USD,inside,IS,1A,OB7,314.0,628.0,78.5,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=1&numadults=2&sort=fromprice&locality=1&currency=USD&dest=BH
2026-09-15,2026-09-15T05:01:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Conquest,CQ,BHR,"4-Day The Bahamas from Miami, FL",22280,2027-03-15,2027-03-19,4,Caribbean,"Miami, FL",US,USD,oceanview,OS,OV,PSV,464.0,928.0,116.0,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=1&numadults=2&sort=fromprice&locality=1&currency=USD&dest=BH
2026-09-15,2026-09-15T05:01:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Conquest,CQ,BHR,"4-Day The Bahamas from Miami, FL",22280,2027-03-15,2027-03-19,4,Caribbean,"Miami, FL",US,USD,suite,SU,OS,OB7,984.0,1968.0,246.0,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=1&numadults=2&sort=fromprice&locality=1&currency=USD&dest=BH
2026-09-15,2026-09-15T05:01:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Conquest,CQ,BHR,"4-Day The Bahamas from Miami, FL",22286,2027-04-05,2027-04-09,4,Caribbean,"Miami, FL",US,USD,balcony,OB,BL,PSV,544.0,1088.0,136.0,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=1&numadults=2&sort=fromprice&locality=1&currency=USD&dest=BH
2026-09-15,2026-09-15T05:01:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Conquest,CQ,BHR,"4-Day The Bahamas from Miami, FL",22286,2027-04-05,2027-04-09,4,Caribbean,"Miami, FL",US,USD,inside,IS,1A,OB7,314.0,628.0,78.5,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=1&numadults=2&sort=fromprice&locality=1&currency=USD&dest=BH
2026-09-15,2026-09-15T05:01:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Conquest,CQ,BHR,"4-Day The Bahamas from Miami, FL",22286,2027-04-05,2027-04-09,4,Caribbean,"Miami, FL",US,USD,oceanview,OS,OV,PSV,414.0,828.0,103.5,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=1&numadults=2&sort=fromprice&locality=1&currency=USD&dest=BH
2026-09-15,2026-09-15T05:01:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Conquest,CQ,BHR,"4-Day The Bahamas from Miami, FL",22286,2027-04-05,2027-04-09,4,Caribbean,"Miami, FL",US,USD,suite,SU,OS,OB7,934.0,1868.0,233.5,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=1&numadults=2&sort=fromprice&locality=1&currency=USD&dest=BH
2026-09-15,2026-09-15T05:01:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Conquest,CQ,BHR,"4-Day The Bahamas from Miami, FL",22288,2027-04-12,2027-04-16,4,Caribbean,"Miami, FL",US,USD,balcony,OB,BL,PSV,524.0,1048.0,131.0,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=1&numadults=2&sort=fromprice&locality=1&currency=USD&dest=BH
2026-09-15,2026-09-15T05:01:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Conquest,CQ,BHR,"4-Day The Bahamas from Miami, FL",22288,2027-04-12,2027-04-16,4,Caribbean,"Miami, FL",US,USD,inside,IS,1A,OB7,304.0,608.0,76.0,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=1&numadults=2&sort=fromprice&locality=1&currency=USD&dest=BH
2026-09-15,2026-09-15T05:01:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Conquest,CQ,BHR,"4-Day The Bahamas from Miami, FL",22288,2027-04-12,2027-04-16,4,Caribbean,"Miami, FL",US,USD,oceanview,OS,OV,PSV,384.0,768.0,96.0,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=1&numadults=2&sort=fromprice&locality=1&currency=USD&dest=BH
2026-09-15,2026-09-15T05:01:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Conquest,CQ,BHR,"4-Day The Bahamas from Miami, FL",22288,2027-04-12,2027-04-16,4,Caribbean,"Miami, FL",US,USD,suite,SU,OS,OB7,914.0,1828.0,228.5,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=1&numadults=2&sort=fromprice&locality=1&currency=USD&dest=BH
2026-09-15,2026-09-15T05:01:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Conquest,CQ,BHR,"4-Day The Bahamas from Miami, FL",24389,2027-05-24,2027-05-28,4,Caribbean,"Miami, FL",US,USD,balcony,OB,8A,OB7,614.0,1228.0,153.5,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=1&numadults=2&sort=fromprice&locality=1&currency=USD&dest=BH
2026-09-15,2026-09-15T05:01:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Conquest,CQ,BHR,"4-Day The Bahamas from Miami, FL",24389,2027-05-24,2027-05-28,4,Caribbean,"Miami, FL",US,USD,inside,IS,1A,OB7,344.0,688.0,86.0,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=1&numadults=2&sort=fromprice&locality=1&currency=USD&dest=BH
2026-09-15,2026-09-15T05:01:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Conquest,CQ,BHR,"4-Day The Bahamas from Miami, FL",24389,2027-05-24,2027-05-28,4,Caribbean,"Miami, FL",US,USD,oceanview,OS,6A,OB7,444.0,888.0,111.0,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=1&numadults=2&sort=fromprice&locality=1&currency=USD&dest=BH
2026-09-15,2026-09-15T05:01:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Conquest,CQ,BHR,"4-Day The Bahamas from Miami, FL",24389,2027-05-24,2027-05-28,4,Caribbean,"Miami, FL",US,USD,suite,SU,OS,OB7,944.0,1888.0,236.0,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=1&numadults=2&sort=fromprice&locality=1&currency=USD&dest=BH
2026-09-15,2026-09-15T05:01:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Conquest,CQ,BHR,"4-Day The Bahamas from Miami, FL",24401,2027-07-05,2027-07-09,4,Caribbean,"Miami, FL",US,USD,balcony,OB,8A,OB7,764.0,1528.0,191.0,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=1&numadults=2&sort=fromprice&locality=1&currency=USD&dest=BH
2026-09-15,2026-09-15T05:01:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Conquest,CQ,BHR,"4-Day The Bahamas from Miami, FL",24401,2027-07-05,2027-07-09,4,Caribbean,"Miami, FL",US,USD,inside,IS,1A,OB7,494.0,988.0,123.5,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=1&numadults=2&sort=fromprice&locality=1&currency=USD&dest=BH
2026-09-15,2026-09-15T05:01:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Conquest,CQ,BHR,"4-Day The Bahamas from Miami, FL",24401,2027-07-05,2027-07-09,4,Caribbean,"Miami, FL",US,USD,oceanview,OS,6A,OB7,594.0,1188.0,148.5,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=1&numadults=2&sort=fromprice&locality=1&currency=USD&dest=BH
2026-09-15,2026-09-15T05:01:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Conquest,CQ,BHR,"4-Day The Bahamas from Miami, FL",24401,2027-07-05,2027-07-09,4,Caribbean,"Miami, FL",US,USD,suite,SU,OS,OB7,1089.0,2178.0,272.25,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=1&numadults=2&sort=fromprice&locality=1&currency=USD&dest=BH
2026-09-15,2026-09-15T05:01:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Conquest,CQ,BHS,"4-Day The Bahamas from Miami, FL",22278,2027-03-08,2027-03-12,4,Caribbean,"Miami, FL",US,USD,balcony,OB,BL,PSV,534.0,1068.0,133.5,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=2&numadults=2&sort=fromprice&locality=1&currency=USD&dest=BH
2026-09-15,2026-09-15T05:01:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Conquest,CQ,BHS,"4-Day The Bahamas from Miami, FL",22278,2027-03-08,2027-03-12,4,Caribbean,"Miami, FL",US,USD,inside,IS,1A,OB7,294.0,588.0,73.5,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=2&numadults=2&sort=fromprice&locality=1&currency=USD&dest=BH
2026-09-15,2026-09-15T05:01:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Conquest,CQ,BHS,"4-Day The Bahamas from Miami, FL",22278,2027-03-08,2027-03-12,4,Caribbean,"Miami, FL",US,USD,oceanview,OS,OV,PSV,364.0,728.0,91.0,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=2&numadults=2&sort=fromprice&locality=1&currency=USD&dest=BH
2026-09-15,2026-09-15T05:01:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Conquest,CQ,BHS,"4-Day The Bahamas from Miami, FL",22278,2027-03-08,2027-03-12,4,Caribbean,"Miami, FL",US,USD,suite,SU,OS,OB7,824.0,1648.0,206.0,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=2&numadults=2&sort=fromprice&locality=1&currency=USD&dest=BH
2026-09-15,2026-09-15T05:01:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Conquest,CQ,BHS,"4-Day The Bahamas from Miami, FL",24399,2027-06-28,2027-07-02,4,Caribbean,"Miami, FL",US,USD,balcony,OB,8A,OB7,764.0,1528.0,191.0,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=2&numadults=2&sort=fromprice&locality=1&currency=USD&dest=BH
2026-09-15,2026-09-15T05:01:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Conquest,CQ,BHS,"4-Day The Bahamas from Miami, FL",24399,2027-06-28,2027-07-02,4,Caribbean,"Miami, FL",US,USD,inside,IS,1A,OB7,494.0,988.0,123.5,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=2&numadults=2&sort=fromprice&locality=1&currency=USD&dest=BH
2026-09-15,2026-09-15T05:01:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Conquest,CQ,BHS,"4-Day The Bahamas from Miami, FL",24399,2027-06-28,2027-07-02,4,Caribbean,"Miami, FL",US,USD,oceanview,OS,6A,OB7,594.0,1188.0,148.5,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=2&numadults=2&sort=fromprice&locality=1&currency=USD&dest=BH
2026-09-15,2026-09-15T05:01:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Conquest,CQ,BHS,"4-Day The Bahamas from Miami, FL",24399,2027-06-28,2027-07-02,4,Caribbean,"Miami, FL",US,USD,suite,SU,OS,OB7,1079.0,2158.0,269.75,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=2&numadults=2&sort=fromprice&locality=1&currency=USD&dest=BH
2026-09-15,2026-09-15T05:01:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Conquest,CQ,BHS,"4-Day The Bahamas from Miami, FL",24403,2027-07-12,2027-07-16,4,Caribbean,"Miami, FL",US,USD,balcony,OB,8A,OB7,764.0,1528.0,191.0,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=2&numadults=2&sort=fromprice&locality=1&currency=USD&dest=BH
2026-09-15,2026-09-15T05:01:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Conquest,CQ,BHS,"4-Day The Bahamas from Miami, FL",24403,2027-07-12,2027-07-16,4,Caribbean,"Miami, FL",US,USD,inside,IS,1A,OB7,494.0,988.0,123.5,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=2&numadults=2&sort=fromprice&locality=1&currency=USD&dest=BH
2026-09-15,2026-09-15T05:01:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Conquest,CQ,BHS,"4-Day The Bahamas from Miami, FL",24403,2027-07-12,2027-07-16,4,Caribbean,"Miami, FL",US,USD,oceanview,OS,6A,OB7,594.0,1188.0,148.5,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=2&numadults=2&sort=fromprice&locality=1&currency=USD&dest=BH
2026-09-15,2026-09-15T05:01:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Conquest,CQ,BHS,"4-Day The Bahamas from Miami, FL",24403,2027-07-12,2027-07-16,4,Caribbean,"Miami, FL",US,USD,suite,SU,OS,OB7,1089.0,2178.0,272.25,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=2&numadults=2&sort=fromprice&locality=1&currency=USD&dest=BH
2026-09-15,2026-09-15T05:02:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Sunrise,SN,BHY,"4-Day The Bahamas from Miami, FL",22050,2027-03-11,2027-03-15,4,Caribbean,"Miami, FL",US,USD,balcony,OB,BL,PSV,654.0,1308.0,163.5,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=3&numadults=2&sort=fromprice&locality=1&currency=USD&dest=BH
2026-09-15,2026-09-15T05:02:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Sunrise,SN,BHY,"4-Day The Bahamas from Miami, FL",22050,2027-03-11,2027-03-15,4,Caribbean,"Miami, FL",US,USD,inside,IS,1A,OB7,374.0,748.0,93.5,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=3&numadults=2&sort=fromprice&locality=1&currency=USD&dest=BH
2026-09-15,2026-09-15T05:02:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Sunrise,SN,BHY,"4-Day The Bahamas from Miami, FL",22050,2027-03-11,2027-03-15,4,Caribbean,"Miami, FL",US,USD,oceanview,OS,OV,PSV,454.0,908.0,113.5,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=3&numadults=2&sort=fromprice&locality=1&currency=USD&dest=BH
2026-09-15,2026-09-15T05:02:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Sunrise,SN,BHY,"4-Day The Bahamas from Miami, FL",22050,2027-03-11,2027-03-15,4,Caribbean,"Miami, FL",US,USD,suite,SU,OS,OB7,1034.0,2068.0,258.5,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=3&numadults=2&sort=fromprice&locality=1&currency=USD&dest=BH
2026-09-15,2026-09-15T05:02:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Conquest,CQ,BHZ,"4-Day The Bahamas from Miami, FL",24391,2027-05-31,2027-06-04,4,Caribbean,"Miami, FL",US,USD,balcony,OB,8A,OB7,684.0,1368.0,171.0,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=3&numadults=2&sort=fromprice&locality=1&currency=USD&dest=BH
2026-09-15,2026-09-15T05:02:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Conquest,CQ,BHZ,"4-Day The Bahamas from Miami, FL",24391,2027-05-31,2027-06-04,4,Caribbean,"Miami, FL",US,USD,inside,IS,1A,OB7,414.0,828.0,103.5,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=3&numadults=2&sort=fromprice&locality=1&currency=USD&dest=BH
2026-09-15,2026-09-15T05:02:41+00:00,Carnival Cruise Line,Carnival,weekly-full,Carnival Conquest,CQ,BHZ,"4-Day The Bahamas from Miami, FL",24391,2027-05-31,2027-06-04,4,Caribbean,"Miami, FL",US,USD,oceanview,OS,6A,OB7,514.0,1028.0,128.5,rooms.price,,available,soldOut=false,,,https://www.carnival.com/cruisesearch/api/search?pagesize=20&pagenumber=3&numadults=2&sort=fromprice&locality=1&currency=USD&dest=BH
